global	function	access
DAT_80093F50	800753f8	write
DAT_80093F50	80076158	write
DAT_80093F50	80076d28	write
DAT_80093F50	80076d78	read
DAT_80093F54	800753f8	write
DAT_80093F54	80076158	read
DAT_80093F54	80076378	read_write
DAT_80093F54	80076d28	read
DAT_80093F54	80076d78	read
DAT_80093F54	80078588	read_write
DAT_80093F5C	800753f8	write
DAT_80093F5C	80076378	read_write
DAT_80093F5C	80078588	write
DAT_80093F60	800753f8	write
DAT_80093F60	80076158	write
DAT_80093F60	80076378	write
DAT_80093F60	80078588	write
DAT_80093F62	800753f8	write
DAT_80093F62	80076158	write
DAT_80093F62	80076378	write
DAT_80093F62	80078588	write
DAT_80093F64	800753f8	write
DAT_80093F64	80076378	read_write
DAT_80093F64	80078588	write
DAT_80093F68	800753f8	write
DAT_80093F68	80076378	read_write
DAT_80093F68	80078588	write
DAT_80093F6C	800753f8	write
DAT_80093F6C	80077468	read_write
DAT_80093F70	800753f8	write
DAT_80093F70	80076de8	read_write
DAT_80093F70	80077468	read_write
DAT_80093F74	800779e8	read
DAT_80093FA2	800753f8	read
DAT_80093FA4	800753f8	write
DAT_80093FA4	80076de8	read
DAT_80093FA4	80077468	read
DAT_80093FA8	800754e0	write
DAT_80093FA8	800760d8	write
DAT_80093FB8	80075558	read_write
DAT_80093FB8	800757d8	read_write
DAT_80093FB8	80075998	read
DAT_80093FB8	80075a54	read
DAT_80093FB8	80075afc	read
DAT_80093FB8	80075e64	read
DAT_80093FB8	80075ea8	read
DAT_80093FB8	80076158	read
DAT_80093FB8	80076358	read
DAT_80093FB8	80076378	read
DAT_80093FB8	80076858	read
DAT_80093FB8	80076de8	read
DAT_80093FB8	800770d8	read
DAT_80093FB8	800772b8	read
DAT_80093FB8	80077328	read
DAT_80093FB8	80077468	read
DAT_80093FB8	80077628	read
DAT_80093FB8	8007795c	read
DAT_80093FB8	800779e8	read
DAT_80093FB8	800781e8	read
DAT_80093FB8	80078208	read
DAT_80093FB8	80078588	read
DAT_80093FBC	80075a54	write
DAT_80093FBC	80075afc	write
DAT_80093FC0	80075a54	write
DAT_80093FC0	80075afc	write
DAT_80093FC4	80075a54	write
DAT_80093FC4	80075afc	write
DAT_80093FC8	80075558	read_write
DAT_80093FCC	80075fe0	read_write
DAT_80093FCC	80076008	read_write
DAT_80093FD0	80075558	write
DAT_80093FD0	800757d8	read
DAT_80093FD0	80075afc	read_write
DAT_80093FD0	80075d7c	read
DAT_80093FD0	80075e00	read
DAT_80093FD0	80077748	read_write
DAT_80093FD4	800753f8	write
DAT_80093FD4	80075558	write
DAT_80093FD4	80075d7c	write
DAT_80093FD4	80077108	read_write
DAT_80093FD4	800777a8	write
DAT_80093FD8	80075558	write
DAT_80093FDC	80075558	write
DAT_80093FDC	80075ea8	read
DAT_80093FE0	80075558	write
DAT_80093FE0	80075afc	read
DAT_80093FE0	80075d7c	read
DAT_80093FE0	80075e00	read
DAT_80093FE0	80075e64	read
DAT_80093FE0	80075ea8	read
DAT_80093FE0	800762c8	read
DAT_80093FE0	80077108	read
DAT_80093FE0	80077748	read
DAT_80093FE4	80075558	write
DAT_80093FE4	80075ea8	read_write
DAT_80093FE8	80075558	write
DAT_80093FE8	80075ea8	read
DAT_80093FEC	80075558	write
DAT_80093FEC	800776e8	write
DAT_80093FEC	800777d8	read_write
DAT_80093FF0	80075558	write
DAT_80093FF0	80075998	read_write
DAT_80093FF0	800760d8	write
DAT_80093FF0	80077108	read_write
DAT_80093FF0	800776e8	write
DAT_80093FF4	80075558	write
DAT_80093FF4	800760d8	write
DAT_80093FF8	80075558	read
DAT_80094008	80075998	write
DAT_80094008	80075a54	write
DAT_80094008	80075afc	write
DAT_8009400C	80075afc	write
DAT_80094010	80075afc	read_write
DAT_80094018	800753f8	write
DAT_8009401C	800753f8	write
DAT_80094020	800753f8	write
DAT_80094020	800762c8	read_write
DAT_80094028	80077108	read
DAT_80094428	80077fe8	read
DAT_80094438	800866f8	read
DAT_80094548	800753f8	read
DAT_80094548	80076378	read
DAT_80094548	80077108	read
DAT_80094548	80078588	read
DAT_80094578	80076378	read
DAT_80094578	80078588	read
DAT_80094848	80078868	write
DAT_80094854	80078868	write
DAT_800948B8	80078c38	write
DAT_800948B8	80079580	read
DAT_800948C0	80078c38	read
DAT_800948C4	80078c38	write
DAT_800948C8	80078c38	read_write
DAT_800948CC	80078c38	write
DAT_800948D0	80079580	read_write
DAT_800948D4	80079580	read
DAT_800948D8	80078c38	read
DAT_800948E8	80078c38	read
DAT_80094900	80078c38	write
DAT_80094910	80079c8c	read
DAT_80094910	80079f0c	read
DAT_80094910	8007a1d4	read
DAT_80094910	8007a82c	write
DAT_80094910	8007a878	write
DAT_80094910	8007abcc	read
DAT_80094910	8007c218	write
DAT_80094910	8007c398	write
DAT_80094914	80079c8c	read
DAT_80094914	80079f0c	read
DAT_80094914	8007a1d4	read
DAT_80094914	8007a82c	write
DAT_80094914	8007a878	write
DAT_80094914	8007abcc	read
DAT_80094914	8007add8	read_write
DAT_80094914	8007c218	write
DAT_80094914	8007c398	write
DAT_80094918	80079728	read
DAT_80094918	8007a1d4	read
DAT_80094918	8007d988	read
DAT_80094918	8007dc88	read
DAT_80094918	8007dff0	read
DAT_8009491C	80079728	read_write
DAT_8009491C	8007a82c	write
DAT_8009491C	8007a878	read_write
DAT_80094920	80079728	read_write
DAT_80094920	8007a82c	write
DAT_80094920	8007a878	write
DAT_80094924	80079728	read_write
DAT_80094928	8007a1d4	read
DAT_8009492C	8007a1d4	write
DAT_8009492C	8007a878	write
DAT_8009492D	80079728	read
DAT_8009492D	80079c8c	read
DAT_8009492D	80079f0c	read
DAT_8009492D	8007a1d4	read_write
DAT_8009492D	8007a878	write
DAT_8009492D	8007aa58	read
DAT_80094930	80078868	write
DAT_80094930	8007c218	write
DAT_800949D4	80079728	read
DAT_80094A54	8007a1d4	read
DAT_80094AD4	80079728	read
DAT_80094B54	8007a1d4	read
DAT_80094BD4	80079728	read_write
DAT_80094BD4	80079c8c	read_write
DAT_80094BD4	80079f0c	read_write
DAT_80094BD4	8007a1d4	read_write
DAT_80094BD4	8007a5e0	write
DAT_80094BD4	8007a668	write
DAT_80094BD4	8007a73c	write
DAT_80094BD4	8007a878	write
DAT_80094BD4	8007abcc	read_write
DAT_80094BD8	80079728	read_write
DAT_80094BD8	8007a5e0	write
DAT_80094BD8	8007a668	read_write
DAT_80094BD8	8007a73c	write
DAT_80094BD8	8007a878	read_write
DAT_80094BDC	8007a668	write
DAT_80094BDC	8007a878	write
DAT_80094BE0	80079728	read
DAT_80094BE0	8007a1d4	write
DAT_80094BE0	8007a5e0	write
DAT_80094BE0	8007a73c	write
DAT_80094BE4	80079728	write
DAT_80094BE4	8007a1d4	write
DAT_80094BE4	8007a5e0	write
DAT_80094BE4	8007a668	write
DAT_80094BE4	8007a73c	write
DAT_80094BE4	8007a878	write
DAT_80094BE8	8007a73c	read
DAT_80094BEC	80079728	write
DAT_80094BEC	80079c8c	read_write
DAT_80094BEC	80079f0c	read
DAT_80094BEC	8007a1d4	read_write
DAT_80094BEC	8007a668	write
DAT_80094BEC	8007a878	write
DAT_80094BEC	8007aa58	read
DAT_80094BEC	8007abcc	read
DAT_80094BED	80079728	write
DAT_80094BED	80079c8c	read
DAT_80094BED	80079f0c	read_write
DAT_80094BED	8007a1d4	read_write
DAT_80094BED	8007a668	write
DAT_80094BED	8007a878	write
DAT_80094BED	8007aa58	read
DAT_80094BED	8007abcc	read
DAT_80094BEE	80079728	write
DAT_80094BEE	80079f0c	read_write
DAT_80094BEE	8007a668	write
DAT_80094BEE	8007a878	write
DAT_80094C08	8007aa58	read
DAT_80094C18	8007b78c	read
DAT_80094C38	80086664	read
DAT_80094C98	8007b78c	read_write
DAT_80094C98	8007ba34	read_write
DAT_80094CB0	8007c218	write
DAT_80094CB0	8007c2b8	write
DAT_80094CB0	8007c398	write
DAT_80094CB0	8007c3d8	write
DAT_80094CB0	8007c720	read
DAT_80094CB0	8007cb88	read
DAT_80094CB0	8007cd6c	read_write
DAT_80094CB0	8007cff4	read
DAT_80094CB0	8007d0e0	read
DAT_80094CB0	8007d224	write
DAT_80094CB0	8007d29c	write
DAT_80094CB0	8007d2ac	read
DAT_80094CB4	8007c2b8	write
DAT_80094CB4	8007c548	read_write
DAT_80094CB4	8007c9f0	read
DAT_80094CB4	8007ca78	read
DAT_80094CB4	8007cb88	read_write
DAT_80094CB4	8007cff4	write
DAT_80094CB4	8007d174	read
DAT_80094CB5	8007c548	read
DAT_80094CB5	8007cb88	read
DAT_80094CB5	8007cff4	read
DAT_80094CB8	8007c2b8	read
DAT_80094CBC	8007c2b8	write
DAT_80094CBC	8007c548	read_write
DAT_80094CBC	8007c9f0	read
DAT_80094CC0	8007d174	read
DAT_80094CC7	8007c2b8	read
DAT_80094CC8	8007c2b8	write
DAT_80094CC8	8007ca78	read
DAT_80094CC8	8007cb88	read
DAT_80094CC8	8007cd6c	read
DAT_80094CC8	8007cff4	read
DAT_80094CC8	8007d0e0	read
DAT_80094CC8	8007d174	read_write
DAT_80094CCC	8007c2b8	write
DAT_80094CCC	8007c3d8	write
DAT_80094CCC	8007c508	write
DAT_80094CCC	8007c720	write
DAT_80094CCC	8007ca78	write
DAT_80094CD0	8007c2b8	write
DAT_80094CD0	8007c3d8	write
DAT_80094CD0	8007c484	read
DAT_80094CD0	8007c720	read_write
DAT_80094CD0	8007cb88	write
DAT_80094CD0	8007cd6c	write
DAT_80094CD0	8007cff4	write
DAT_80094CD0	8007d0e0	write
DAT_80094CD0	8007d224	write
DAT_80094CD4	8007c2b8	write
DAT_80094CD4	8007c3d8	write
DAT_80094CD4	8007c720	read_write
DAT_80094CD4	8007cb88	write
DAT_80094CD4	8007cd6c	read_write
DAT_80094CD4	8007cff4	write
DAT_80094CD4	8007d0e0	write
DAT_80094CD4	8007d224	read_write
DAT_80094CD8	8007c2b8	write
DAT_80094CD8	8007c720	read_write
DAT_80094CD8	8007cd6c	read_write
DAT_80094CDC	8007c2b8	write
DAT_80094CDC	8007c548	write
DAT_80094CDD	8007c2b8	write
DAT_80094CDD	8007c4ac	read
DAT_80094CDD	8007cb88	read_write
DAT_80094CDD	8007cff4	read_write
DAT_80094CDE	8007c2b8	read
DAT_80094CDE	8007c4bc	read
DAT_80094CDE	8007cb88	write
DAT_80094CE2	8007c2b8	write
DAT_80094CE2	8007cb88	write
DAT_80094CE3	8007c2b8	write
DAT_80094CE3	8007c4d8	read
DAT_80094CE3	8007cb88	write
DAT_80094CE4	8007c2b8	write
DAT_80094CE4	8007c720	read
DAT_80094CE4	8007ca78	read
DAT_80094CE4	8007d174	write
DAT_80094CE5	8007c2b8	write
DAT_80094CE5	8007d174	write
DAT_80094CE6	8007c2b8	write
DAT_80094CE6	8007c720	read
DAT_80094CE6	8007d174	write
DAT_80094CE7	8007c2b8	write
DAT_80094CE7	8007c548	read_write
DAT_80094CE7	8007c720	write
DAT_80094CE7	8007d174	write
DAT_80094CE8	8007c2b8	write
DAT_80094CE8	8007c720	read_write
DAT_80094CE8	8007cd6c	read_write
DAT_80094CEC	8007c2b8	write
DAT_80094CEC	8007c4f8	read
DAT_80094CEC	8007cd6c	read_write
DAT_80094CF0	8007c2b8	write
DAT_80094CF0	8007c720	read_write
DAT_80094CF0	8007cb88	write
DAT_80094CF0	8007cff4	write
DAT_80094CF4	8007c2b8	write
DAT_80094CF4	8007c3d8	read
DAT_80094CF4	8007c508	read
DAT_80094CF4	8007c548	write
DAT_80094CF4	8007c720	read_write
DAT_80094CF4	8007c9f0	write
DAT_80094CF4	8007ca78	write
DAT_80094CF4	8007d224	write
DAT_80094CF8	8007c2b8	write
DAT_80094CF8	8007c548	write
DAT_80094CF8	8007c9f0	read_write
DAT_80094CF8	8007ca78	write
DAT_80094CF8	8007d224	write
DAT_80094CFC	8007c2b8	write
DAT_80094CFC	8007c720	read_write
DAT_80094CFC	8007cb88	write
DAT_80094CFC	8007cd6c	read
DAT_80094D00	8007c2b8	write
DAT_80094D00	8007c548	read_write
DAT_80094D00	8007ca78	write
DAT_80094D01	8007c2b8	write
DAT_80094D01	8007c548	write
DAT_80094D04	8007c548	read
DAT_80094D04	8007c9f0	read
DAT_80094D08	8007c548	read_write
DAT_80094D84	8007d174	read
DAT_80094E04	8007c720	write
DAT_80094E08	8007d378	write
DAT_80094E08	8007d4dc	read
DAT_80094E08	8007d654	read
DAT_80094E0C	8007d378	write
DAT_80094E0C	8007d4dc	read_write
DAT_80094E0C	8007d654	read_write
DAT_80094E10	8007d378	write
DAT_80094E10	8007d4dc	read_write
DAT_80094E10	8007d654	read_write
DAT_80094E10	8007d728	read
DAT_80094E14	8007d378	read
DAT_80094E14	8007d4dc	read
DAT_80094E14	8007d7cc	read
DAT_80094E14	8007d868	write
DAT_80094E18	8007d4dc	write
DAT_80094E18	8007d654	read
DAT_80094E1C	8007d378	write
DAT_80094E1C	8007d7cc	read
DAT_80094E20	8007d378	write
DAT_80094E20	8007d4dc	read
DAT_80094E20	8007d654	read
DAT_80094E20	8007d728	read
DAT_80094E24	8007d4dc	write
DAT_80094E28	8007d378	write
DAT_80094E28	8007d7cc	write
DAT_80094E2C	8007d4dc	read
DAT_80094E2C	8007d654	read
DAT_80094E38	8007dc88	write
DAT_80094E38	8007dff0	read_write
DAT_80094E3C	8007c218	write
DAT_80094E3C	8007d988	read_write
DAT_80094E48	8007e2e8	write
DAT_80094E48	8007e3e4	read_write
DAT_80094E48	8007e778	write
DAT_80094E4C	8007e2e8	write
DAT_80094E4C	8007e3e4	read_write
DAT_80094E50	8007e2e8	write
DAT_80094E50	8007e3e4	read_write
DAT_80094E50	8007e6c0	read
DAT_80094E54	8007e2e8	write
DAT_80094E54	8007e3e4	write
DAT_80094E58	8007e2e8	write
DAT_80094E58	8007e3e4	read_write
DAT_80094E5C	8007e2e8	write
DAT_80094E5C	8007e36c	read
DAT_80094E5C	8007e3e4	read
DAT_80094E5C	8007e6c0	read
DAT_80094E5C	8007e830	read
DAT_80094E60	8007e2e8	write
DAT_80094E60	8007e36c	read
DAT_80094E60	8007e3e4	read
DAT_80094E60	8007e6c0	read
DAT_80094E60	8007e830	read
DAT_80094E64	8007e3d0	read_write
DAT_80094E64	8007e3e4	write
DAT_80094E64	8007e6c0	read
DAT_80094E68	8007e2e8	read_write
DAT_80094E68	8007e36c	write
DAT_80094E68	8007e3e4	write
DAT_80094E68	8007e6c0	read_write
DAT_80094E68	8007e820	read
DAT_80094E68	8007e830	write
DAT_80094E78	8007e988	read_write
DAT_80094E7C	8007e988	write
DAT_80094E80	8007e988	write
DAT_80094E84	8007e988	write
DAT_80094E88	8007e988	read_write
DAT_80094E8C	8007e988	read_write
DAT_80094E90	8007e988	write
DAT_80094E94	8007e988	write
DAT_80094E98	8007eaa8	read_write
DAT_80094E9C	8007eaa8	write
DAT_80094EA0	8007eaa8	write
DAT_80094EA4	8007eaa8	write
DAT_80094EA8	8007eaa8	read_write
DAT_80094EAC	8007eaa8	write
DAT_80094EB0	8007eaa8	write
DAT_80094EB4	8007eaa8	write
DAT_80094EB8	8007eea8	read
DAT_80094EB8	8007ef48	read
DAT_80094EB8	8007f204	read
DAT_80094EBC	8007ef48	read
DAT_80094EBD	8007ef48	read
DAT_80094EBE	8007ef48	read
DAT_80094EBF	8007f204	read
DAT_80094EC0	8007ef48	read
DAT_80094EC0	8007f204	read
DAT_80094EC2	8007ef48	read
DAT_80094EC2	8007f204	read
DAT_80094EC4	8007ef48	read
DAT_80094EC4	8007f204	read
DAT_80094EC6	8007ef48	read
DAT_80094EC6	8007f204	read
DAT_80094ED4	8007ef48	read
DAT_80094ED4	8007f204	read
DAT_80094ED4	8007f520	read
DAT_80094ED8	8007ef48	read
DAT_80094ED8	8007f204	read
DAT_80094EDC	8007ef48	read
DAT_80094EDC	8007f204	read
DAT_80094EDC	8007f520	read
DAT_80094EE0	8007ef48	read
DAT_80094EE0	8007f204	read
DAT_80094EE0	8007f520	read
DAT_80094EE4	8007ef48	read
DAT_80094EE4	8007f204	read
DAT_80095038	8007ee68	read
DAT_80095038	8007eea8	write
DAT_80095038	8007ef48	read_write
DAT_80095038	8007f204	read
DAT_80095038	8007f520	read
DAT_8009503C	8007ee68	write
DAT_8009503C	8007f204	read
DAT_8009503C	8007f520	read
DAT_80095040	8007eea8	read
DAT_80095240	8007eea8	read
DAT_80095438	800866f8	read
DAT_80095A40	8007ef48	read_write
DAT_80095A98	8007f8e8	read_write
DAT_80095A98	8007fa5c	read
DAT_80095A99	8007f8e8	write
DAT_80095A99	8007fab8	read_write
DAT_80095A99	800819e0	write
DAT_80095A9A	8007f8e8	read
DAT_80095A9A	8007fa5c	read_write
DAT_80095A9A	8007fab8	read
DAT_80095A9A	8007fb5c	read
DAT_80095A9A	8007fb6c	read
DAT_80095A9A	8007fbcc	read
DAT_80095A9A	8007fc64	read
DAT_80095A9A	8007fccc	read_write
DAT_80095A9A	80080150	read
DAT_80095A9A	80080258	read
DAT_80095A9A	800802c8	read
DAT_80095A9A	80080388	read
DAT_80095A9A	80080494	read
DAT_80095A9B	8007fa5c	read
DAT_80095A9B	80080494	read
DAT_80095A9C	8007f8e8	write
DAT_80095A9C	8007fccc	read
DAT_80095A9C	80080ab0	read
DAT_80095A9C	80080ca8	read
DAT_80095A9C	80080f38	read
DAT_80095A9C	80080fd0	read
DAT_80095A9C	800811fc	read
DAT_80095A9C	8008142c	read
DAT_80095A9C	80081668	read
DAT_80095A9E	8007f8e8	write
DAT_80095A9E	8007fccc	read
DAT_80095A9E	80080ab0	read
DAT_80095A9E	80080ca8	read
DAT_80095A9E	80080f38	read
DAT_80095A9E	80080fd0	read
DAT_80095A9E	800811fc	read
DAT_80095A9E	8008142c	read
DAT_80095A9E	80081668	read
DAT_80095AA0	800819e0	write
DAT_80095AA0	80081c90	read_write
DAT_80095AA4	8007fb6c	read_write
DAT_80095AA4	800819e0	write
DAT_80095AA4	80081c90	read_write
DAT_80095AA8	8007f8e8	read
DAT_80095AA8	800802c8	read
DAT_80095AA8	80080388	read
DAT_80095AA8	80080460	read
DAT_80095B04	8007f8e8	read
DAT_80095B04	8007fbcc	read
DAT_80095B04	80080494	read
DAT_80095B04	8008098c	read
DAT_80095B06	80080494	read
DAT_80095B08	80080494	read
DAT_80095B0A	80080494	read
DAT_80095B0C	80080494	write
DAT_80095B0E	80080494	write
DAT_80095B10	80080494	write
DAT_80095B12	80080494	write
DAT_80095B14	80080494	read
DAT_80095B18	8007f8e8	read
DAT_80095B24	8007f8e8	read
DAT_80095B30	8007ffd0	read
DAT_80095B30	80082558	read
DAT_80095B38	8007ffd0	write
DAT_80095B38	80082558	write
DAT_80095B3C	8007ffd0	write
DAT_80095B3C	80082558	write
DAT_80095B40	8007ffd0	write
DAT_80095B40	80082558	write
DAT_80095B58	80080150	write
DAT_80095B6C	80080494	read
DAT_80095B6E	80080494	read
DAT_80095B94	80080494	read
DAT_80095B9C	8008142c	write
DAT_80095B9C	80081668	read_write
DAT_80095B9C	80081904	write
DAT_80095B9C	8008198c	read
DAT_80095B9C	800822e0	read_write
DAT_80095BA0	80081104	read
DAT_80095BA0	800811fc	read
DAT_80095BA0	8008142c	read_write
DAT_80095BA0	80081668	read_write
DAT_80095BA0	800818e8	write
DAT_80095BA0	80081904	write
DAT_80095BA0	80081944	write
DAT_80095BA0	8008198c	write
DAT_80095BA0	800819e0	read
DAT_80095BA0	80081c90	read
DAT_80095BA0	80081ef0	write
DAT_80095BA0	8008202c	read
DAT_80095BA0	8008219c	read_write
DAT_80095BA0	800822e0	read_write
DAT_80095BA0	80082380	read
DAT_80095BA0	8008246c	read
DAT_80095BA0	80082558	read
DAT_80095BA4	8008142c	write
DAT_80095BA4	80081668	write
DAT_80095BA4	80081944	write
DAT_80095BA4	8008219c	read
DAT_80095BA8	8008142c	write
DAT_80095BA8	80081668	write
DAT_80095BA8	80081944	write
DAT_80095BAC	8008142c	write
DAT_80095BAC	80081668	write
DAT_80095BAC	80081944	write
DAT_80095BAC	800819e0	read
DAT_80095BAC	80081c90	read
DAT_80095BAC	80081ef0	write
DAT_80095BAC	8008202c	read
DAT_80095BAC	8008219c	read_write
DAT_80095BAC	80082380	read
DAT_80095BAC	8008246c	read
DAT_80095BAC	80082558	read
DAT_80095BB0	8008111c	write
DAT_80095BB4	8008111c	write
DAT_80095BB8	8008111c	read_write
DAT_80095BBC	8008111c	read_write
DAT_80095BBC	80081ef0	read_write
DAT_80095BBC	8008219c	read_write
DAT_80095BC0	800819e0	read_write
DAT_80095BC0	80081c90	read_write
DAT_80095BC0	80081ef0	write
DAT_80095BC0	8008202c	read_write
DAT_80095BC0	8008219c	read_write
DAT_80095BC4	800819e0	read
DAT_80095BC4	80081c90	read_write
DAT_80095BC4	80081ef0	write
DAT_80095BC4	8008202c	read
DAT_80095BC4	8008219c	read_write
DAT_80095BC8	800819e0	read_write
DAT_80095BCC	80081c90	read_write
DAT_80095BD0	80081ef0	read_write
DAT_80095BD0	8008219c	read_write
DAT_80095BD4	80082168	write
DAT_80095BD4	8008219c	read
DAT_80095BD4	80082380	write
DAT_80095BD4	8008246c	write
DAT_80095BD4	80082558	write
DAT_80095BD8	80082168	write
DAT_80095BD8	8008219c	read_write
DAT_80095BD8	80082380	write
DAT_80095BD8	8008246c	write
DAT_80095BD8	80082558	write
DAT_80095BE8	800828ec	write
DAT_80095BEC	800828ec	write
DAT_80095BF0	800828ec	write
DAT_80095BF8	8008288c	read
DAT_80095BF8	800828ec	write
DAT_80095C38	80086664	read
DAT_80095C38	800866f8	read
DAT_80096448	80086978	read
DAT_80096468	80086c78	read
DAT_80096498	80086d50	write
DAT_800964A8	80086dd8	read
DAT_80096618	800871fc	read
DAT_8009661C	800871fc	read
DAT_80096620	800871fc	read
DAT_80096624	800871fc	read
DAT_80096628	80087158	write
DAT_80096628	800871fc	read_write
DAT_8009662C	800871fc	read
DAT_80096630	800871fc	read
DAT_80096634	80087158	read_write
DAT_80096634	800871fc	read_write
DAT_80096638	80087158	read
DAT_8009663C	80087158	read
DAT_80096640	80087158	read
DAT_80096644	80087158	read
DAT_80096648	80087158	read
DAT_8009664C	80087158	read
DAT_80096650	80087158	read
DAT_80096654	80087158	read
DAT_80096938	80087cb8	read
DAT_80096938	80088948	read
DAT_80096938	80088bd8	read
DAT_80096938	80088dd8	read
DAT_80096938	80088fe8	read
DAT_8009A938	80089928	read
DAT_8009B148	80089f08	read_write
DAT_8009B14C	80089f08	read_write
DAT_8009B150	80089f08	read_write
DAT_8009B150	8008a0c0	read
DAT_8009B154	80089f08	read_write
DAT_8009B188	8008b8fc	read_write
DAT_8009B18C	8008b8fc	write
DAT_8009B190	8008c1ac	read_write
DAT_8009B194	8008c414	read_write
DAT_8009B198	8008c6d8	write
DAT_8009B19C	8008c8f8	write
DAT_8009B1A8	8008d058	write
DAT_8009B1A8	8008d068	read_write
DAT_8009B1A8	8008d0e4	read_write
DAT_8009B1A8	8008d150	read
DAT_8009B1C0	8008e5e8	read_write
DAT_8009B1C4	8008e5e8	read
DAT_8009B1C8	8008ea18	read
DAT_8009B1C8	8008ea88	read
DAT_8009B1D8	8008e5e8	read
DAT_8009B1D8	8008eb28	read
DAT_8009B1E8	8008e2a8	write
DAT_8009B1E8	8008e434	write
DAT_8009B1E8	8008e5e8	read_write
DAT_8009B1E8	8008e790	read
DAT_8009B1E8	8008e7e0	write
DAT_8009B1E8	8008eb28	write
DAT_8009B1E8	8008f04c	read_write
DAT_8009B1EC	8008e5e8	read_write
DAT_8009B1EC	8008e790	write
DAT_8009B1EC	8008e7e0	read_write
DAT_8009B1EC	8008eb28	read_write
DAT_8009B1EC	8008f368	read_write
DAT_8009B1F0	8008e5e8	read
DAT_8009B1F0	8008e790	write
DAT_8009B1F0	8008e7e0	read
DAT_8009B1F0	8008eb28	read
DAT_8009B1F4	8008eb28	read_write
DAT_8009B1F8	8008e5e8	read_write
DAT_8009B1FC	8008e790	write
DAT_8009B1FC	8008e7e0	read_write
DAT_8009B1FC	8008f04c	write
DAT_8009B200	8008e790	write
DAT_8009B200	8008e7e0	read_write
DAT_8009B204	8008e7e0	read
DAT_8009B208	8008ea18	read_write
DAT_8009B20C	8008eac8	read
DAT_8009B218	8008eb28	read
DAT_8009B218	8008ec6c	read
DAT_8009B218	8008ee44	read_write
DAT_8009B21C	8008eb28	read
DAT_8009B21C	8008ec6c	read
DAT_8009B21C	8008ee44	write
DAT_8009B228	8008f29c	read
DAT_8009B22C	8008f29c	write
DAT_8009B22C	8008f368	read_write
DAT_8009B230	8008f368	write
DAT_8009B234	8008f368	read_write
DAT_8009B238	8008f368	read_write
DAT_8009B23C	8008e5e8	write
DAT_8009B23C	8008eb28	write
DAT_8009B23C	8008f368	read_write
DAT_8009B240	8008eb28	write
DAT_8009B240	8008f368	write
DAT_8009B248	800901a8	read_write
DAT_8009B248	800902e0	read_write
DAT_8009B24C	800901a8	read_write
DAT_8009B24C	800902a4	read_write
DAT_8009B24C	800902e0	read_write
DAT_8009B258	80090408	read
DAT_8009B25C	80090408	read
DAT_8009B260	80090408	read
DAT_8009B279	8008fab8	read
DAT_8009B279	800901a8	read
DAT_8009B279	800902e0	read
DAT_8009B308	80090ea8	read
DAT_8009B308	800910a8	read
DAT_8009B30C	80090ea8	read
DAT_8009B34C	80090ea8	read
DAT_8009B38C	80090ea8	read
DAT_8009B38C	800910a8	read
DAT_8009B418	80091198	write
DAT_8009B41C	80091198	write
DAT_8009B420	800910a8	write
DAT_8009B420	80091198	write
DAT_8009B420	800913f4	write
DAT_8009B424	80091228	write
