global	function	access
DAT_8009C842	8002ff64	read_write
DAT_8009C844	8002ff64	write
DAT_8009C846	8002ff64	write
DAT_8009C858	80016c48	read
DAT_8009C858	800408bc	read
DAT_8009C858	80040b48	read
DAT_8009C858	80040f2c	read
DAT_8009C858	80041048	read
DAT_8009C858	8004110c	read
DAT_8009C858	8004139c	read
DAT_8009C85C	80015400	read
DAT_8009C85C	8002c7d8	read
DAT_8009C85C	8002c89c	read
DAT_8009C85C	801840b8	read
DAT_8009C85C	80184570	read
DAT_8009C85C	80184680	read
DAT_8009C860	80015d18	read
DAT_8009C860	80015e10	read
DAT_8009C860	8002c7d8	read
DAT_8009C860	8002c89c	read
DAT_8009C860	8004fc2c	read
DAT_8009C860	8005721c	read
DAT_8009C860	8005c018	read
DAT_8009C860	8018187c	read
DAT_8009C864	80012d60	read
DAT_8009C864	80029acc	read
DAT_8009C864	8004fc2c	read
DAT_8009C864	80050f78	read
DAT_8009C864	8005721c	read
DAT_8009C868	80012a44	read
DAT_8009C868	8002d8f4	read
DAT_8009C868	800312b8	read
DAT_8009C898	80012f70	read
DAT_8009C898	8013b004	write
DAT_8009C898	80140000	write
DAT_8009C898	80146258	write
DAT_8009C898	801680f4	write
DAT_8009C898	80168160	write
DAT_8009C898	80168254	write
DAT_8009C898	80168344	write
DAT_8009C898	8016866c	write
DAT_8009C898	801686ac	write
DAT_8009C898	80168e1c	write
DAT_8009C898	80168fcc	write
DAT_8009C898	80169024	write
DAT_8009C898	80169a1c	write
DAT_8009C898	80169e64	write
DAT_8009C898	8016a160	write
DAT_8009C898	8016a850	write
DAT_8009C898	8017a004	write
DAT_8009C898	8017b004	write
DAT_8009C898	80180004	write
DAT_8009C898	8018001c	write
DAT_8009C898	8018019c	write
DAT_8009C898	80180e48	write
DAT_8009C898	80181050	write
DAT_8009C898	80181f88	write
DAT_8009C89C	801820c0	write
DAT_8009C89C	80184210	write
DAT_8009C8A0	8002ae34	write
DAT_8009C8A4	800133d0	read
DAT_8009C8A4	8001798c	write
DAT_8009C8A4	8002ae34	write
DAT_8009C8A4	8002c1ac	write
DAT_8009C8A8	80012d60	read
DAT_8009C8A8	80013058	write
DAT_8009C8AC	80013058	write
DAT_8009C8B0	80013058	write
DAT_8009C8B4	80013058	write
DAT_8009C8B8	80013058	write
DAT_800E0EB0	80012a44	read
DAT_800E0EB0	80012d60	read
DAT_800EB170	80013600	write
DAT_800EB174	80013600	write
DAT_800EB176	80013600	write
DAT_800EB178	80013600	write
DAT_800EB17C	80013600	write
DAT_800EB17E	80013600	write
DAT_800EB180	80013600	write
DAT_800EB184	80013600	write
DAT_800EB198	80013600	read
DAT_800EB198	8001385c	read
DAT_800EB1A4	8006a884	read
DAT_800EB1A8	800401a4	read
DAT_800EB1AC	800401a4	read
DAT_800EB1B0	80012a44	read
DAT_800EB1B0	80014b5c	read
DAT_800EB1B0	800401a4	read
DAT_800EB1B8	800142f8	read
DAT_800EB1B8	80014478	read
DAT_800EB1B8	80014d38	read
DAT_800EB1B8	80014e08	read
DAT_800EB1D4	80014478	read
DAT_800EB1D8	80014478	read
DAT_800EB1DC	80014478	read
DAT_800EB1E0	80014478	write
DAT_800EB1E4	800142f8	read
DAT_800EB1E8	800142ac	write
DAT_800EB1E8	80014478	read_write
DAT_800EB1EC	80014478	read
DAT_800EB1F0	80014478	read
DAT_800EB1F1	80014478	read
DAT_800EB1F8	80014478	read_write
DAT_800EB1FE	800142f8	write
DAT_800EB1FE	80014478	write
DAT_800EB1FE	80014978	write
DAT_800EB1FF	800140c4	write
DAT_800EB1FF	80014478	read_write
DAT_800EB1FF	80014978	write
DAT_800EB200	800139b0	read
DAT_800EB200	80013a84	read
DAT_800EB200	800142f8	read
DAT_800EB200	80014b5c	read
DAT_800EB200	80014f94	read
DAT_800EB224	80013a84	write
DAT_800EB22C	800139b0	write
DAT_800EB22C	80013a84	write
DAT_800EB234	80013a84	write
DAT_800EB238	80013a84	write
DAT_800EB239	80013a84	write
DAT_800EB246	800139b0	write
DAT_800EB246	80013a84	write
DAT_800EB248	80015400	read
DAT_800EB248	80015648	write
DAT_800EB248	80015738	write
DAT_800EB248	8001578c	write
DAT_800EB248	80015860	write
DAT_800EB24C	800150cc	write
DAT_800EB24C	800150f4	read_write
DAT_800EB24C	8001522c	write
DAT_800EB24C	80015400	read
DAT_800EB24C	800155f8	write
DAT_800EB24C	8001569c	read
DAT_800EB24C	800157d4	read
DAT_800EB24C	800219ac	write
DAT_800EB24D	800150cc	write
DAT_800EB24D	800150f4	read
DAT_800EB24D	8001569c	write
DAT_800EB24D	800157d4	write
DAT_800EB24D	80015af4	write
DAT_800EB24E	800150cc	write
DAT_800EB24E	8001522c	read_write
DAT_800EB24E	80015400	read
DAT_800EB24E	800155f8	write
DAT_800EB24E	80015648	write
DAT_800EB24E	8001569c	write
DAT_800EB24E	800156f8	read_write
DAT_800EB24E	80015738	read_write
DAT_800EB24E	8001578c	write
DAT_800EB24E	800157d4	write
DAT_800EB24E	80015820	read_write
DAT_800EB24E	80015860	read_write
DAT_800EB24E	800158b4	read
DAT_800EB24E	8001596c	read_write
DAT_800EB24E	800159b0	read_write
DAT_800EB24E	80015a6c	read_write
DAT_800EB24E	80015ab0	read_write
DAT_800EB24E	80015af4	write
DAT_800EB24E	80015b28	read_write
DAT_800EB24E	80015b64	read_write
DAT_800EB24E	80015ba0	read_write
DAT_800EB24E	80015bdc	read_write
DAT_800EB24E	80020eb0	read
DAT_800EB24E	800219ac	read
DAT_800EB24E	8002ae34	read
DAT_800EB24E	8002e70c	read
DAT_800EB24E	8002e9c0	read
DAT_800EB24E	8002f6a4	read
DAT_800EB24E	8003cc58	read
DAT_800EB24E	80051c54	read
DAT_800EB24F	800150cc	write
DAT_800EB24F	800150f4	read
DAT_800EB24F	80015648	write
DAT_800EB24F	8001569c	write
DAT_800EB24F	800156f8	write
DAT_800EB24F	8001578c	write
DAT_800EB24F	800157d4	write
DAT_800EB24F	80015820	write
DAT_800EB24F	8002ae34	write
DAT_800EB24F	8002f6a4	write
DAT_800EB24F	8002f898	write
DAT_800EB24F	800388ac	write
DAT_800EB24F	8003cb44	write
DAT_800EB250	800150f4	read_write
DAT_800EB250	8001569c	write
DAT_800EB250	800157d4	write
DAT_800EB252	800150f4	read
DAT_800EB252	80015400	read
DAT_800EB252	800155d4	read
DAT_800EB271	800150f4	read
DAT_800EB278	80016d8c	read
DAT_800EB278	80017544	read
DAT_800EB278	8001798c	read
DAT_800EB278	8001d5d0	read
DAT_800EB278	80021654	read
DAT_800EB279	80021654	read
DAT_800EB27E	8001f2c4	read
DAT_800EB28A	80016d8c	read
DAT_800EB28C	8001d5d0	read_write
DAT_800EB28C	80071980	read
DAT_800EB290	80016d8c	read
DAT_800EB290	80027e80	read
DAT_800EB291	80023200	read
DAT_800EB291	80025fec	read
DAT_800EB291	80071b14	read
DAT_800EB292	80027e80	read
DAT_800EB297	80017544	read_write
DAT_800EB298	80016d8c	read
DAT_800EB2AA	80016d8c	read
DAT_800EB2AC	8001d5d0	write
DAT_800EB2B0	80016d8c	read
DAT_800EB2B7	80017544	write
DAT_800EB2B8	80017674	read
DAT_800EB2B8	8001b720	read
DAT_800EB2B8	8001b82c	read
DAT_800EB2B8	8001b8ac	read
DAT_800EB2B8	8001ba64	read
DAT_800EB2BC	8001b720	read
DAT_800EB2C1	80017674	read
DAT_800EB2C1	8001b720	read
DAT_800EB370	80019598	read_write
DAT_800EB370	8001b100	read_write
DAT_800EB370	8001d5d0	write
DAT_800EB370	80026384	read_write
DAT_800EB370	8002d990	read_write
DAT_800EB374	80019598	read_write
DAT_800EB374	8001d5d0	read_write
DAT_800EB374	80026384	read_write
DAT_800EB378	80026384	read
DAT_800EB37C	80026384	read
DAT_800EB380	80026384	read
DAT_800EB388	8001d5d0	read
DAT_800EB390	800176ac	read
DAT_800EB390	80022fa8	read
DAT_800EB3A3	800176ac	write
DAT_800EB3A4	800176ac	read
DAT_800EB3CC	8001d5d0	read
DAT_800EB3D4	8001d5d0	read
DAT_800EB3D7	8001d5d0	read
DAT_800EB3D8	8001d5d0	read
DAT_800EB3D9	8001d5d0	read
DAT_800EB3DA	8001d5d0	read
DAT_800EB3DB	8001d5d0	read
DAT_800EB3E0	8001d5d0	read
DAT_800EB3E1	8001b8ac	read
DAT_800EB3E1	8001d5d0	read
DAT_800EB3E8	8001d5d0	read
DAT_800EB3F3	8001d5d0	read
DAT_800EB3F4	8001d5d0	read
DAT_800EB3F5	8001d5d0	read
DAT_800EB3F6	8001d5d0	read
DAT_800EB3FC	8001d5d0	read
DAT_800EB413	800176ac	write
DAT_800EB470	80029354	read
DAT_800EB470	800296c0	read
DAT_800EB470	8002970c	read
DAT_800EB470	8002ae34	read_write
DAT_800EB474	80029354	read
DAT_800EB474	800296c0	read
DAT_800EB474	8002970c	read
DAT_800EB474	8002ae34	read
DAT_800EB478	80028aa0	read
DAT_800EB47A	80028aa0	read
DAT_800EB47C	80028aa0	read
DAT_800EB47E	80028aa0	read
DAT_800EB480	80028aa0	read
DAT_800EB484	80028aa0	read
DAT_800EB486	80028aa0	read
DAT_800EB488	80028aa0	read
DAT_800EB48A	80028aa0	read
DAT_800EB48C	80028aa0	read
DAT_800EB48E	80028aa0	read
DAT_800EB490	80028aa0	read
DAT_800EB494	80028aa0	read
DAT_800EB496	80028aa0	read
DAT_800EB498	8001798c	write
DAT_800EB498	80028aa0	read
DAT_800EB498	80029354	read
DAT_800EB498	8002c1ac	write
DAT_800EB49A	8001798c	write
DAT_800EB49A	80028aa0	read
DAT_800EB49A	80029354	read
DAT_800EB49A	8002c1ac	write
DAT_800EB49C	8001798c	write
DAT_800EB49C	80028aa0	read
DAT_800EB49C	80029354	read
DAT_800EB49C	8002c1ac	write
DAT_800EB49E	8001798c	write
DAT_800EB49E	80028aa0	read
DAT_800EB49E	80029354	read
DAT_800EB49E	8002c1ac	write
DAT_800EB4A0	800292dc	read
DAT_800EB4A0	80029354	read
DAT_800EB4A2	80028c0c	read
DAT_800EB4A2	80029354	read
DAT_800EB4A4	80028c0c	read
DAT_800EB4A4	80029354	read
DAT_800EB4A6	80028c0c	read
DAT_800EB4A6	80029354	read
DAT_800EB4A8	80028c0c	read
DAT_800EB4A8	80029354	read
DAT_800EB4AA	80028c0c	read
DAT_800EB4AA	80029354	read
DAT_800EB4AB	80028c0c	read
DAT_800EB4AB	80029354	read
DAT_800EB4AC	80028c0c	read
DAT_800EB4AC	80029354	read
DAT_800EB4B8	80026384	read_write
DAT_800EB4BA	80026384	write
DAT_800EB4BC	80026384	write
DAT_800EB4BE	80026384	write
DAT_800EB4D8	8001798c	write
DAT_800EB4D8	80026384	read
DAT_800EB4DA	8001798c	write
DAT_800EB4DA	80026384	read
DAT_800EB4DC	8001798c	write
DAT_800EB4DE	8001798c	write
DAT_800EB558	8002847c	write
DAT_800EB55A	8002847c	write
DAT_800EB55C	8002847c	write
DAT_800EB55E	8002847c	write
DAT_800EB570	80029728	read
DAT_800EB570	8002a55c	read
DAT_800EB570	8002bc38	read
DAT_800EB570	8002c1ac	read_write
DAT_800EB578	8002a55c	read_write
DAT_800EB578	8002a638	read
DAT_800EB578	8002c1ac	read_write
DAT_800EB57A	8002a55c	read_write
DAT_800EB57A	8002a638	read
DAT_800EB57A	8002c1ac	read_write
DAT_800EB57C	8002a55c	read_write
DAT_800EB57C	8002a638	write
DAT_800EB57E	8002a55c	read_write
DAT_800EB57E	8002a638	write
DAT_800EB580	80029acc	read
DAT_800EB582	8002a55c	read
DAT_800EB582	8002a638	read_write
DAT_800EB582	8002c1ac	write
DAT_800EB584	8002a55c	read
DAT_800EB584	8002a638	write
DAT_800EB584	8002c1ac	write
DAT_800EB586	8002a55c	read_write
DAT_800EB586	8002a638	write
DAT_800EB587	8002a55c	read_write
DAT_800EB587	8002a638	write
DAT_800EB588	8002a55c	read
DAT_800EB588	8002a638	write
DAT_800EB58C	8002a55c	read
DAT_800EB58C	8002a638	write
DAT_800EB590	8002bc38	read_write
DAT_800EB5B4	8002a55c	read
DAT_800EB5B4	8002c1ac	write
DAT_800EB5B8	8002c1ac	write
DAT_800EB5C4	8002c1ac	write
DAT_800EB5C6	8002c1ac	write
DAT_800EC110	8002c7a0	read
DAT_800EC110	8002c89c	read
DAT_800EC128	8002c76c	read
DAT_800EC12C	8002c89c	read
DAT_800EC210	8001ba64	read
DAT_800EC210	80026e50	write
DAT_800EC210	800270e8	write
DAT_800EC210	800271b4	write
DAT_800EC210	800272b0	write
DAT_800EC210	80027590	write
DAT_800EC210	80070c04	read
DAT_800EC210	80072c08	read
DAT_800EC210	80072cbc	read
DAT_800EC210	800734f4	write
DAT_800EC211	8001ba64	read
DAT_800EC211	80026e50	write
DAT_800EC211	800270e8	write
DAT_800EC211	800271b4	write
DAT_800EC211	800272b0	write
DAT_800EC211	80027590	write
DAT_800EC211	80072c08	read
DAT_800EC211	80072cbc	read
DAT_800EC211	800734f4	write
DAT_800EC212	80026e50	write
DAT_800EC212	800272b0	write
DAT_800EC212	800734f4	write
DAT_800EC213	800734f4	write
DAT_800EC214	800734f4	write
DAT_800EC215	800734f4	write
DAT_800EC216	80026e50	write
DAT_800EC216	800270e8	write
DAT_800EC216	800271b4	read_write
DAT_800EC216	800272b0	write
DAT_800EC216	80027590	write
DAT_800EC216	800735b8	write
DAT_800EC217	8001b100	read
DAT_800EC217	80026e50	write
DAT_800EC217	800270e8	write
DAT_800EC217	800271b4	write
DAT_800EC217	800272b0	write
DAT_800EC217	80027590	write
DAT_800EC217	80073bf4	write
DAT_800EC218	80026e50	write
DAT_800EC218	800270e8	write
DAT_800EC218	800271b4	write
DAT_800EC218	800272b0	write
DAT_800EC218	80027590	write
DAT_800EC218	80071ad8	read
DAT_800EC219	8001d5d0	read
DAT_800EC219	80027a44	write
DAT_800EC219	800714e8	write
DAT_800EC21A	8001d5d0	read
DAT_800EC21A	80027a44	write
DAT_800EC21A	800714e8	read_write
DAT_800EC21B	8001d5d0	read_write
DAT_800EC21B	80027a44	write
DAT_800EC21B	800714e8	write
DAT_800EC220	8002d038	read
DAT_800EC220	8002e70c	read
DAT_800EC220	8002e9c0	read
DAT_800EC220	8002f898	read_write
DAT_800EC220	8002ff64	read
DAT_800EC220	8003012c	read
DAT_800EC234	8002f898	write
DAT_800EC234	8003012c	read
DAT_800EC248	8002f898	write
DAT_800EC25C	8002ff64	write
DAT_800EC260	800304d0	read
DAT_800EC261	800304d0	read
DAT_800EC287	800304d0	read
DAT_800EC290	800380b8	read
DAT_800EC290	8003b990	read
DAT_800EC2A8	8002ee0c	read
DAT_800EC2A8	80038eb8	read
DAT_800EC2A8	8003b89c	read
DAT_800EC2D8	8002ee0c	read
DAT_800EC2D8	80038eb8	read
DAT_800EC2D9	8002ee0c	read
DAT_800EC2D9	80038eb8	read
DAT_800EC2DB	8002ee0c	read
DAT_800EC2DB	80038eb8	read
DAT_800EC2DB	8003b89c	read
DAT_800EC2DC	8002ee0c	read
DAT_800EC2DC	80038eb8	read
DAT_800EC2E4	8002ee0c	read
DAT_800EC2E4	80038eb8	read
DAT_800EC2F4	80038eb8	read
DAT_800EC324	80038eb8	read
DAT_800EC340	8002e60c	read
DAT_800EC340	80038eb8	read
DAT_800EC340	8003a22c	read
DAT_800EC390	80036274	read
DAT_800EC390	800393b8	read
DAT_800EC390	8003a0cc	read
DAT_800EC39F	80036238	read
DAT_800EC39F	800373b0	read
DAT_800EC3A1	800372e0	read
DAT_800EC3A3	80037354	read
DAT_800F0000	800544a4	read
DAT_800F0850	8001b100	read
DAT_800F0850	8002367c	read
DAT_800F0850	80026384	read
DAT_800F0850	80028398	read
DAT_800F0850	8002847c	read
DAT_800F0850	8002ae34	read
DAT_800F0850	8002d990	read
DAT_800F0850	8002de14	read
DAT_800F0850	8002e848	read
DAT_800F0850	80033ed0	read
DAT_800F0850	80035fe8	read
DAT_800F0850	80036148	read
DAT_800F0850	80039770	read
DAT_800F0850	8003f5c4	read
DAT_800F0850	8003f69c	read
DAT_800F0850	8003f768	read
DAT_800F0850	8003fbf8	read
DAT_800F0850	80044084	read
DAT_800F0874	80036298	read
DAT_800F0878	80035f64	read
DAT_800F0880	80028398	write
DAT_800F0880	80039770	read
DAT_800F0884	80028398	read
DAT_800F0884	8002dbe0	read
DAT_800F0884	8002f128	read
DAT_800F0884	8002fca4	read
DAT_800F0884	80033ed0	read
DAT_800F0884	80035fe8	read
DAT_800F0884	8003dde0	read
DAT_800F0884	8003f768	read
DAT_800F0884	8003fbf8	read
DAT_800F0886	80035fe8	read
DAT_800F0888	80035fe8	read
DAT_800F088A	80035fe8	read
DAT_800F088C	80035fb0	read
DAT_800F088E	80035fb0	read
DAT_800F0890	80035fb0	read
DAT_800F0892	80035fb0	read
DAT_800F08A3	80035fe8	read
DAT_800F08A4	80035fe8	read
DAT_800F08A7	80035fe8	read
DAT_800F08A9	80035fe8	read
DAT_800F08AA	80035fe8	read
DAT_800F08AB	80035fe8	read
DAT_800F08AC	80035fe8	read
DAT_800F08AE	80035fe8	read
DAT_800F08B2	80035fe8	read
DAT_800F08B4	8002a484	read
DAT_800F08B4	8002de14	read
DAT_800F08B4	80031388	read
DAT_800F08DC	800302e4	read
DAT_800F08DC	80030300	read
DAT_800F08F0	8003031c	read
DAT_800F08F2	8003031c	read
DAT_800F08F4	8003031c	read
DAT_800F094C	8002f128	read
DAT_800F097C	8002f128	read
DAT_800F097C	80182408	read
DAT_800F09A4	8002ae34	read
DAT_800F09A4	8002f128	read
DAT_800F09B0	800242bc	read
DAT_800F09E0	8002d354	read_write
DAT_800F09E2	8002d354	read
DAT_800F09E4	8002d354	read
DAT_800F09E6	8002d354	read
DAT_800F09E7	8002d354	read
DAT_800F09E8	8002d354	read
DAT_800F09EA	8002d354	read
DAT_800F09EC	8002d354	read
DAT_800F09EE	8002d354	read
DAT_800F09EF	8002d354	read
DAT_800F0A0F	8003cea4	read
DAT_800F0A10	8003cde4	read
DAT_800F0A10	8003ce34	write
DAT_800F0A12	8003ce34	read
DAT_800F0A13	8003ce34	read
DAT_800F0A34	8003cde4	read
DAT_800F0A34	8003ce34	write
DAT_800F0A36	8003ce34	read
DAT_800F0A37	8003ce34	read
DAT_800F0A58	8003e5e4	read
DAT_800F0A58	8003e9a8	read
DAT_800F0CB0	8003e5e4	read
DAT_800F0CB0	8003e9a8	read
DAT_800F0CB0	8003fa7c	read
DAT_800F0CD0	8003dde0	read
DAT_800F0CE0	8003dde0	read
DAT_800F0CE2	8003dde0	read_write
DAT_800F0CE4	8003dde0	read_write
DAT_800F0CE6	8003dde0	read_write
DAT_800F0CEA	8003d638	read
DAT_800F0CEA	8003dde0	read
DAT_800F0CEC	8003dde0	read
DAT_800F0CF8	8003dde0	read
DAT_800F0CF9	8003dde0	read
DAT_800F11C0	800403d0	read
DAT_800F11C0	80040530	read
DAT_800F11C0	800405c4	read
DAT_800F11C0	800406b4	read
DAT_800F11C0	80040fe0	read
DAT_800F11C2	800408bc	read
DAT_800F11C4	80040b48	read
DAT_800F11C6	80040f2c	read
DAT_800F11C8	8004110c	read
DAT_800F11CA	8004139c	read
DAT_800F11CC	80041048	read
DAT_800F11CC	80041674	read
DAT_800F11D0	800403d0	read
DAT_800F11D0	800405c4	read
DAT_800F11D0	800406b4	read
DAT_800F11E0	80013448	read
DAT_800F11E0	80013518	read
DAT_800F11E0	8001704c	write
DAT_800F11E0	80017860	write
DAT_800F11E0	80022174	read_write
DAT_800F11E0	80022e50	read
DAT_800F11E0	8002367c	write
DAT_800F11E0	8002ae34	read_write
DAT_800F11E2	80013448	read
DAT_800F11E2	80013518	read
DAT_800F11E2	8001704c	write
DAT_800F11E2	80017860	write
DAT_800F11E2	8001798c	write
DAT_800F11E2	8001f2c4	read
DAT_800F11E2	800219ac	read_write
DAT_800F11E2	80022174	read_write
DAT_800F11E2	80022e50	read
DAT_800F11E2	8002367c	write
DAT_800F11E2	8002ae34	read_write
DAT_800F11E2	8002bc38	read_write
DAT_800F11E4	80013448	read
DAT_800F11E4	80013518	read
DAT_800F11E4	8001704c	write
DAT_800F11E4	80017860	write
DAT_800F11E4	80022174	read_write
DAT_800F11E4	80022e50	read
DAT_800F11E4	8002367c	write
DAT_800F11E4	8002ae34	read_write
DAT_800F11E6	8001704c	write
DAT_800F11E6	8002ae34	write
DAT_800F11E8	8001704c	write
DAT_800F11E8	8002ae34	write
DAT_800F11EA	8001704c	write
DAT_800F11EA	8002ae34	write
DAT_800F11EC	8001704c	write
DAT_800F11EC	8002ae34	write
DAT_800F11EE	80016418	read
DAT_800F11EE	8001704c	write
DAT_800F11EE	80017860	read
DAT_800F11EE	8001b05c	read
DAT_800F11EE	8002ae34	write
DAT_800F11EE	8002c89c	read
DAT_800F11F0	8002bc38	read
DAT_800F11F4	8002bc38	read
DAT_800F11F8	8002bc38	read
DAT_800F11FC	8001704c	write
DAT_800F11FC	80022174	read_write
DAT_800F11FC	8002ae34	write
DAT_800F11FC	8002bc38	read
DAT_800F1200	8001704c	write
DAT_800F1200	8002ae34	write
DAT_800F1200	8002bc38	read_write
DAT_800F1204	8001704c	write
DAT_800F1204	80022174	read_write
DAT_800F1204	80022e50	read
DAT_800F1204	8002367c	write
DAT_800F1204	8002ae34	write
DAT_800F1204	8002bc38	read
DAT_800F1208	8001704c	write
DAT_800F1208	8002ae34	write
DAT_800F1208	8002bc38	read
DAT_800F120C	8001704c	write
DAT_800F120C	8002ae34	write
DAT_800F120C	8002bc38	read
DAT_800F1210	80040390	read
DAT_800F1210	800403d0	read
DAT_800F1210	80040530	read
DAT_800F1210	800405c4	read
DAT_800F1210	800406b4	read
DAT_800F1210	800408bc	read
DAT_800F1210	80040b48	read
DAT_800F1210	80040f2c	read
DAT_800F1210	80041048	read
DAT_800F1210	8004110c	read
DAT_800F1210	8004139c	read
DAT_800F1210	80042e70	read
DAT_800F1212	800403d0	read
DAT_800F1212	80040530	read
DAT_800F1212	800408bc	read
DAT_800F1212	80040b48	read
DAT_800F1212	80040f2c	read
DAT_800F1212	80040fe0	read
DAT_800F1212	80041048	read
DAT_800F1212	8004110c	read
DAT_800F1212	8004139c	read
DAT_800F1214	800403d0	read
DAT_800F1214	800408bc	read
DAT_800F1214	8004110c	read
DAT_800F1214	8004139c	read
DAT_800F1218	800403d0	read
DAT_800F1218	800408bc	read
DAT_800F1218	80040b48	read
DAT_800F1218	80040f2c	read
DAT_800F1218	80041048	read
DAT_800F1218	8004110c	read
DAT_800F1218	8004139c	read
DAT_800F121A	800403d0	read
DAT_800F121B	800403d0	read
DAT_800F121C	800403d0	read
DAT_800F121C	800408bc	read
DAT_800F1220	800403d0	read
DAT_800F1224	800403d0	read
DAT_800F1224	800408bc	read
DAT_800F1224	80040b48	read
DAT_800F1224	80040f2c	read
DAT_800F1224	8004110c	read
DAT_800F1224	8004139c	read
DAT_800F1226	800403d0	read
DAT_800F1227	800403d0	read
DAT_800F1227	800408bc	read
DAT_800F1227	80040b48	read
DAT_800F1227	80040f2c	read
DAT_800F1227	80041048	read
DAT_800F1227	8004110c	read
DAT_800F1227	8004139c	read
DAT_800F1228	800403d0	read
DAT_800F1228	800408bc	read
DAT_800F1228	8004110c	read
DAT_800F1228	8004139c	read
DAT_800F122A	800403d0	read
DAT_800F122A	800408bc	read
DAT_800F122A	8004110c	read
DAT_800F122A	8004139c	read
DAT_800F122C	800403d0	read
DAT_800F122E	800403d0	read
DAT_800F1230	800403d0	read
DAT_800F1230	8004110c	read
DAT_800F1230	8004139c	read
DAT_800F1232	800408bc	read
DAT_800F1234	800403d0	read
DAT_800F1234	800408bc	read
DAT_800F1234	80040b48	read
DAT_800F1234	80040f2c	read
DAT_800F1234	80040fe0	read
DAT_800F1234	80041048	read
DAT_800F1234	8004110c	read
DAT_800F1234	8004139c	read
DAT_800F1238	80015cd4	read
DAT_800F1238	8004110c	read
DAT_800F1238	8004139c	read
DAT_800F123C	8004110c	read
DAT_800F123C	8004139c	read
DAT_800F1240	800408bc	read
DAT_800F1240	8004110c	read
DAT_800F1240	8004139c	read
DAT_800F1244	8004110c	read
DAT_800F1244	8004139c	read
DAT_800F1248	8004110c	read
DAT_800F1248	8004139c	read
DAT_800F124C	800408bc	read
DAT_800F124C	8004110c	read
DAT_800F124C	8004139c	read
DAT_800F1250	800403d0	read
DAT_800F1250	800408bc	read
DAT_800F1250	8004110c	read
DAT_800F1250	8004139c	read
DAT_800F1254	800403d0	read
DAT_800F1254	800408bc	read
DAT_800F1254	8004110c	read
DAT_800F1254	8004139c	read
DAT_800F1258	800403d0	read
DAT_800F1258	800408bc	read
DAT_800F1258	8004110c	read
DAT_800F1258	8004139c	read
DAT_800F125C	80041048	read
DAT_800F125C	8004110c	read
DAT_800F125C	8004139c	read
DAT_800F1260	8004110c	read
DAT_800F1260	8004139c	read
DAT_800F1264	800403d0	read
DAT_800F1264	8004110c	read
DAT_800F1264	8004139c	read
DAT_800F1268	8004139c	read
DAT_800F126A	8004110c	read
DAT_800F126C	800408bc	read
DAT_800F126C	8004139c	read
DAT_800F126E	800403d0	read
DAT_800F1270	8004139c	read
DAT_800F1274	8004139c	read
DAT_800F1275	800403d0	read
DAT_800F1276	800403d0	read
DAT_800F1276	800408bc	read
DAT_800F1278	8004139c	read
DAT_800F127C	800403d0	read
DAT_800F127C	8004139c	read
DAT_800F127C	80042e70	read
DAT_800F1282	8004139c	read
DAT_800F3C10	80044324	read
DAT_800F3C10	80044378	read_write
DAT_800F3C10	800445ac	read
DAT_800F3C10	800445f8	read
DAT_800F3C10	80044698	read
DAT_800F3C10	80044734	read
DAT_800F3C10	800447a0	read
DAT_800F3C10	8004483c	read
DAT_800F3C10	800448a8	read
DAT_800F3C10	80044ac4	read
DAT_800F3C10	80044cf4	read
DAT_800F3C14	80044378	write
DAT_800F3C18	80044378	write
DAT_800F3C1C	80044378	write
DAT_800F3C20	80044378	write
DAT_800F3C20	800444f4	read
DAT_800F3C20	800445f8	read
DAT_800F3C20	80044ac4	read
DAT_800F3C20	80044cf4	read
DAT_800F3C24	80044378	write
DAT_800F3C28	80044378	write
DAT_800F3C2C	80044378	write
DAT_800F3C30	80044698	read
DAT_800F3C30	800447a0	read
DAT_800F3C30	800448a8	read
DAT_800F3C30	80044cf4	read
DAT_800F3C50	80044ac4	read
DAT_800F3EA8	8004dbb4	read
DAT_800F3EA8	8004e818	read
DAT_800F3EA8	8004ec04	read
DAT_800F3EA8	8004f080	write
DAT_800F3EAA	8004f080	write
DAT_800F3EAC	8004f080	write
DAT_800F3EB0	8004f080	write
DAT_800F3EB2	8004f080	write
DAT_800F3EB4	8004f080	write
DAT_800F3EB8	8004dbb4	read
DAT_800F3EB8	8004e818	read
DAT_800F3EB8	8004f080	write
DAT_800F3EBA	8004dbb4	read
DAT_800F3EBA	8004f080	write
DAT_800F3EBC	8004dbb4	read
DAT_800F3EBC	8004f080	write
DAT_800F3EC8	8004dbb4	read
DAT_800F3EC8	8004ec04	read
DAT_800F3EC8	8004f92c	read
DAT_800F3ECC	8004f92c	read
DAT_800F3ED0	8004f92c	read
DAT_800F3ED4	8004f92c	read
DAT_800F3EE8	8004f92c	read
DAT_800F3EEA	8004f92c	read
DAT_800F3EEC	8004f92c	read
DAT_800F3EEE	8004dbb4	write
DAT_800F3EEE	8004f92c	read
DAT_800F4058	80054b9c	read_write
DAT_800F4058	80055e94	write
DAT_800F4058	8005d980	write
DAT_800F4059	80054b9c	read
DAT_800F4059	800557e8	read_write
DAT_800F4059	80055e94	read_write
DAT_800F4059	8005d980	write
DAT_800F405A	80054b9c	read_write
DAT_800F405A	80055e94	write
DAT_800F405A	8005d1e4	write
DAT_800F405A	8005d980	write
DAT_800F405C	80054b9c	read
