address	name	body_bytes	status	origin	region
80090158	FUN_80090158	80	ok	resident_export	resident
800901a8	FUN_800901a8	252	ok	resident_export	resident
800902a4	FUN_800902a4	60	ok	resident_export	resident
800902e0	FUN_800902e0	296	ok	resident_export	resident
80090408	FUN_80090408	2176	ok	resident_export	resident
80090c88	FUN_80090c88	108	ok	resident_export	resident
80090cf8	FUN_80090cf8	84	ok	resident_export	resident
80090d58	FUN_80090d58	60	ok	resident_export	resident
80090d94	FUN_80090d94	60	ok	resident_export	resident
80090dd8	FUN_80090dd8	12	ok	resident_export	resident
80090de8	FUN_80090de8	52	ok	resident_export	resident
80090ea8	FUN_80090ea8	152	ok	resident_export	resident
80090f40	FUN_80090f40	124	ok	resident_export	resident
80090fbc	FUN_80090fbc	32	ok	resident_export	resident
80090fdc	FUN_80090fdc	60	ok	resident_export	resident
80091018	FUN_80091018	72	ok	resident_export	resident
80091060	FUN_80091060	36	ok	resident_export	resident
80091084	FUN_80091084	36	ok	resident_export	resident
800910a8	FUN_800910a8	240	ok	resident_export	resident
80091198	FUN_80091198	144	ok	resident_export	resident
80091228	FUN_80091228	140	ok	resident_export	resident
800912b4	FUN_800912b4	148	ok	resident_export	resident
80091348	FUN_80091348	148	ok	resident_export	resident
800913dc	FUN_800913dc	24	ok	resident_export	resident
800913f4	FUN_800913f4	124	ok	resident_export	resident
800914a8	FUN_800914a8	844	ok	resident_export	resident
800917f8	FUN_800917f8	228	ok	resident_export	resident
80100000	FUN_80100000	68	failed	resident_export	overlay_window
8013b004	FUN_8013b004	68	ok	resident_export	overlay_window
80140000	FUN_80140000	68	ok	resident_export	overlay_window
80146258	FUN_80146258	68	ok	resident_export	overlay_window
801680f4	FUN_801680f4	68	ok	resident_export	overlay_window
80168160	FUN_80168160	68	ok	resident_export	overlay_window
80168254	FUN_80168254	68	ok	resident_export	overlay_window
80168344	FUN_80168344	68	ok	resident_export	overlay_window
8016866c	FUN_8016866c	64	ok	resident_export	overlay_window
801686ac	FUN_801686ac	4	ok	resident_export	overlay_window
80168e1c	FUN_80168e1c	68	ok	resident_export	overlay_window
80168fcc	FUN_80168fcc	68	ok	resident_export	overlay_window
80169024	FUN_80169024	68	ok	resident_export	overlay_window
80169a1c	FUN_80169a1c	68	ok	resident_export	overlay_window
80169e64	FUN_80169e64	68	ok	resident_export	overlay_window
8016a160	FUN_8016a160	68	ok	resident_export	overlay_window
8016a850	FUN_8016a850	68	ok	resident_export	overlay_window
8017a004	FUN_8017a004	68	ok	resident_export	overlay_window
8017b004	FUN_8017b004	68	ok	resident_export	overlay_window
80180004	FUN_80180004	24	ok	resident_export	overlay_window
8018001c	seed_8018001c	384	ok	resident_export	overlay_window
8018019c	FUN_8018019c	500	ok	resident_export	overlay_window
80180390	seed_80180390	144	ok	resident_export	overlay_window
80180420	FUN_80180420	88	ok	resident_export	overlay_window
80180da4	FUN_80180da4	164	ok	dynamic_or_overlay_seed	overlay_window
80180e48	seed_80180e48	156	ok	resident_export	overlay_window
80180ee4	FUN_80180ee4	228	ok	dynamic_or_overlay_seed	overlay_window
80180fc8	FUN_80180fc8	136	ok	dynamic_or_overlay_seed	overlay_window
80181050	FUN_80181050	952	ok	resident_export	overlay_window
80181408	FUN_80181408	1140	ok	resident_export	overlay_window
8018187c	FUN_8018187c	1428	ok	dynamic_or_overlay_seed	overlay_window
80181f88	FUN_80181f88	188	ok	resident_export	overlay_window
80182044	FUN_80182044	52	ok	dynamic_or_overlay_seed	overlay_window
80182078	FUN_80182078	72	ok	dynamic_or_overlay_seed	overlay_window
801820c0	FUN_801820c0	840	ok	resident_export	overlay_window
80182408	FUN_80182408	4528	ok	resident_export	overlay_window
801835b8	FUN_801835b8	392	ok	dynamic_or_overlay_seed	overlay_window
80183740	FUN_80183740	480	ok	dynamic_or_overlay_seed	overlay_window
80183920	FUN_80183920	400	ok	dynamic_or_overlay_seed	overlay_window
80183ab0	FUN_80183ab0	400	ok	dynamic_or_overlay_seed	overlay_window
80183c40	FUN_80183c40	280	ok	dynamic_or_overlay_seed	overlay_window
80183d58	FUN_80183d58	864	ok	dynamic_or_overlay_seed	overlay_window
801840b8	FUN_801840b8	344	ok	dynamic_or_overlay_seed	overlay_window
80184210	FUN_80184210	76	ok	resident_export	overlay_window
8018425c	FUN_8018425c	200	ok	dynamic_or_overlay_seed	overlay_window
80184324	FUN_80184324	116	ok	dynamic_or_overlay_seed	overlay_window
80184398	FUN_80184398	232	ok	dynamic_or_overlay_seed	overlay_window
80184480	FUN_80184480	240	ok	dynamic_or_overlay_seed	overlay_window
80184570	FUN_80184570	272	ok	dynamic_or_overlay_seed	overlay_window
80184680	FUN_80184680	132	ok	dynamic_or_overlay_seed	overlay_window
80184704	FUN_80184704	128	ok	dynamic_or_overlay_seed	overlay_window
